cand_id,cmte_id,cycle,total,count,support_oppose_indicator,candidate_id,committee_id,candidate_name,committee_name
P80000722,C90013566,2020,4672.82,1,S,P80000722,C90013566,"BIDEN, JOSEPH R JR",BROTHERHOOD OF RAILROAD SIGNALMEN
P80000722,C90014580,2020,5000.00,3,S,P80000722,C90014580,"BIDEN, JOSEPH R JR",350.ORG ACTION FUND
P80000722,C90015140,2020,236134.50,10,S,P80000722,C90015140,"BIDEN, JOSEPH R JR",AFT SOLIDARITY
P80000722,C90015215,2020,149080.66,3,S,P80000722,C90015215,"BIDEN, JOSEPH R JR",CASA IN ACTION INC.
P80000722,C90015322,2020,31340.00,4,S,P80000722,C90015322,"BIDEN, JOSEPH R JR","UNIDOSUS ACTION FUND, INC."
P80000722,C90016023,2020,497801.90,34,S,P80000722,C90016023,"BIDEN, JOSEPH R JR",32BJ UNITED AMERICAN DREAM FUND
P80000722,C90016023,2020,4674.25,1,,P80000722,C90016023,"BIDEN, JOSEPH R JR",32BJ UNITED AMERICAN DREAM FUND
P80000722,C90016072,2020,156072.64,16,S,P80000722,C90016072,"BIDEN, JOSEPH R JR",BEND THE ARC JEWISH ACTION INC
P80000722,C90016098,2020,514787.66,4,S,P80000722,C90016098,"BIDEN, JOSEPH R JR",MAJORITY FORWARD
P80000722,C90016106,2020,211779.15,8,S,P80000722,C90016106,"BIDEN, JOSEPH R JR",AFL-CIO COMMITTEE ON POLITICAL EDUCATION TREASURY FUND
P80000722,C90016510,2020,45542.76,11,S,P80000722,C90016510,"BIDEN, JOSEPH R JR",PLANNED PARENTHOOD ADVOCATES OF WISCONSIN POLITICAL FUND
P80000722,C90016577,2020,3974.98,20,S,P80000722,C90016577,"BIDEN, JOSEPH R JR",MAKE THE ROAD ACTION INC.
P80000722,C90016585,2020,8576.51,9,S,P80000722,C90016585,"BIDEN, JOSEPH R JR",COLORADO PEOPLE'S ACTION
P80000722,C90016585,2020,1022.61,1,,P80000722,C90016585,"BIDEN, JOSEPH R JR",COLORADO PEOPLE'S ACTION
P80000722,C90016627,2020,83212.59,797,S,P80000722,C90016627,"BIDEN, JOSEPH R JR",CASE ACTION FUND
P80000722,C90016783,2020,50993.43,5,S,P80000722,C90016783,"BIDEN, JOSEPH R JR",ADVANCE NORTH CAROLINA
P80000722,C90016833,2020,2500.00,1,S,P80000722,C90016833,"BIDEN, JOSEPH R JR",PEOPLE'S ACTION
P80000722,C90016999,2020,2300.00,1,S,P80000722,C90016999,"BIDEN, JOSEPH R JR",TRANSPORTATION TRADES DEPARTMENT AFL-CIO POLITICAL EDUCATION FUND
P80000722,C90017088,2020,713606.01,7,S,P80000722,C90017088,"BIDEN, JOSEPH R JR",CLIMATE REALITY ACTION FUND
P80000722,C90017492,2020,2600.70,9,S,P80000722,C90017492,"BIDEN, JOSEPH R JR",INDIVISIBLE PROJECT INC.
P80000722,C90017526,2020,498.74,4,S,P80000722,C90017526,"BIDEN, JOSEPH R JR",NASTY WOMEN GET SHIT DONE
P80000722,C90017757,2020,1028.24,5,S,P80000722,C90017757,"BIDEN, JOSEPH R JR",PROGRESS TEXAS
P80000722,C90017955,2020,164897.44,13,S,P80000722,C90017955,"BIDEN, JOSEPH R JR",SERVICE EMPLOYEES INTERNATIONAL UNION POLITICAL EDUCATION AND ACTION FUND
P80000722,C90017997,2020,2212534.79,19,S,P80000722,C90017997,"BIDEN, JOSEPH R JR",BLACK PROGRESSIVE ACTION COALITION
P80000722,C90018045,2020,101.39,4,O,P80000722,C90018045,"BIDEN, JOSEPH R JR",UNITED WE DREAM ACTION
P80000722,C90018045,2020,719.10,8,S,P80000722,C90018045,"BIDEN, JOSEPH R JR",UNITED WE DREAM ACTION
P80000722,C90018250,2020,231000.00,3,S,P80000722,C90018250,"BIDEN, JOSEPH R JR",FAITH IN PUBLIC LIFE ACTION FUND
P80000722,C90018300,2020,316806.00,4,S,P80000722,C90018300,"BIDEN, JOSEPH R JR",MID-ATLANTIC LABORERS POLITICAL EDUCATION FUND
P80000722,C90018367,2020,914104.52,10,S,P80000722,C90018367,"BIDEN, JOSEPH R JR",MOMSRISING TOGETHER
P80000722,C90018524,2020,682247.09,16,S,P80000722,C90018524,"BIDEN, JOSEPH R JR",FAMILY FRIENDLY ACTION FUND
P80000722,C90018862,2020,963.63,5,S,P80000722,C90018862,"BIDEN, JOSEPH R JR","MISLOVE, ALAN EDWARD"
P80000722,C90018870,2020,145.60,9,S,P80000722,C90018870,"BIDEN, JOSEPH R JR","KOROLOVA, ALEKSANDRA"
P80000722,C90018946,2020,639.01,16,S,P80000722,C90018946,"BIDEN, JOSEPH R JR",JEWS FOR JOE 2020
P80000722,C90019258,2020,58028.00,9,S,P80000722,C90019258,"BIDEN, JOSEPH R JR",FELLOW AMERICANS
P80000722,C90019316,2020,2523134.86,175,S,P80000722,C90019316,"BIDEN, JOSEPH R JR",DEFENDING DEMOCRACY TOGETHER
P80000722,C90019423,2020,656.62,1,S,P80000722,C90019423,"BIDEN, JOSEPH R JR",BIDEN HAWAII HUI
P80000722,C90019514,2020,15573.52,6,S,P80000722,C90019514,"BIDEN, JOSEPH R JR",FUSE WASHINGTON
P80000722,C90019530,2020,118672.00,6,S,P80000722,C90019530,"BIDEN, JOSEPH R JR",STORY NETWORK FOUNDATION
P80000722,C90019589,2020,1215596.89,13,S,P80000722,C90019589,"BIDEN, JOSEPH R JR",ALLIANCE FOR YOUTH ACTION
P80000722,C90019597,2020,358236.06,15,O,P80000722,C90019597,"BIDEN, JOSEPH R JR",TURNING POINT ACTION
P80000722,C90019654,2020,15387.01,1,S,P80000722,C90019654,"BIDEN, JOSEPH R JR","GAZARD, AMY LYNN"
P80000722,C90019662,2020,337000.00,5,S,P80000722,C90019662,"BIDEN, JOSEPH R JR",NILC IMMIGRANT JUSTICE FUND
P80000722,C90019670,2020,627500.00,4,S,P80000722,C90019670,"BIDEN, JOSEPH R JR",COMMONWEALTH COMMUNICATIONS
P80000722,C90019704,2020,155003.84,1,S,P80000722,C90019704,"BIDEN, JOSEPH R JR",PENNSYLVANIA FUND FOR CHANGE
P80000722,C90019712,2020,32579.99,10,S,P80000722,C90019712,"BIDEN, JOSEPH R JR",COALITION FOR GREEN CAPITAL ACTION FUND
P80000722,C90019761,2020,4628.81,3,S,P80000722,C90019761,"BIDEN, JOSEPH R JR",SOUTH CORD MANAGEMENT LLC
P80000722,C90019779,2020,3960.00,5,S,P80000722,C90019779,"BIDEN, JOSEPH R JR",PIVOT - THE PROGRESSIVE VIETNAMESE ORGANIZATION
P80000722,C90019787,2020,360.06,1,S,P80000722,C90019787,"BIDEN, JOSEPH R JR","BROOM/CLARKSON, ROBERT/MARY VAIL/PRUDENCE"
P80000722,C90019837,2020,838.21,1,S,P80000722,C90019837,"BIDEN, JOSEPH R JR",BRADY CAMPAIGN TO PREVENT GUN VIOLENCE
P80000722,C90019845,2020,96249.67,2,O,P80000722,C90019845,"BIDEN, JOSEPH R JR",TRUTH AND LIBERTY COALITION INC.
P80000722,C90019878,2020,104558.75,44,S,P80000722,C90019878,"BIDEN, JOSEPH R JR",WAY TO WIN ACTION FUND
P80000722,C90019894,2020,1391.25,1,S,P80000722,C90019894,"BIDEN, JOSEPH R JR",FRIENDS OF BRIAN ELDER
P80000722,C90019910,2020,1977.22,1,S,P80000722,C90019910,"BIDEN, JOSEPH R JR",CAROLINA FEDERATION
P80000722,C90019951,2020,19850.00,6,S,P80000722,C90019951,"BIDEN, JOSEPH R JR",VOTE YES ON QUESTION 2
P80000722,C90019969,2020,86971.94,3,S,P80000722,C90019969,"BIDEN, JOSEPH R JR",GARDEN STATE FORWARD
P80000722,C90019977,2020,13369.00,1,S,P80000722,C90019977,"BIDEN, JOSEPH R JR",MINNESOTA AFL-CIO
P80000722,C90020009,2020,6915.31,2,S,P80000722,C90020009,"BIDEN, JOSEPH R JR",AFSCME COUNCIL 5
P80000722,C90020025,2020,6992.73,9,S,P80000722,C90020025,"BIDEN, JOSEPH R JR",BLUEGREEN ALLIANCE INC.
P80000722,C90020041,2020,284213.83,6,S,P80000722,C90020041,"BIDEN, JOSEPH R JR",EQUALITY FLORIDA ACTION INC.
P80000722,C90020074,2020,3692.00,4,S,P80000722,C90020074,"BIDEN, JOSEPH R JR",CAMPAIGN FOR GREAT CAMDEN SCHOOLS INC.
P80000722,C90020082,2020,70926.09,25,S,P80000722,C90020082,"BIDEN, JOSEPH R JR",FAITH 2020
P80000722,C90020116,2020,31.73,1,O,P80000722,C90020116,"BIDEN, JOSEPH R JR",CHESAPEAKE CLIMATE ACTION NETWORK ACTION FUND
P80000722,C90020116,2020,5056.32,95,S,P80000722,C90020116,"BIDEN, JOSEPH R JR",CHESAPEAKE CLIMATE ACTION NETWORK ACTION FUND
P80000722,C90020140,2020,26391.29,73,S,P80000722,C90020140,"BIDEN, JOSEPH R JR",WORKERS DEFENSE ACTION FUND
P80000722,C90020165,2020,16225.00,16,S,P80000722,C90020165,"BIDEN, JOSEPH R JR",WISDOM ACTION NETWORK
P80000722,C90020181,2020,37480.96,2,S,P80000722,C90020181,"BIDEN, JOSEPH R JR",LEADERS IGNITING TRANSFORMATION
P80000722,C90020199,2020,83227.03,63,S,P80000722,C90020199,"BIDEN, JOSEPH R JR",WORKMONEY
P80000722,C90020207,2020,45805.01,469,S,P80000722,C90020207,"BIDEN, JOSEPH R JR",OHIO COALITION OF LABOR UNION WOMEN
P80000722,C90020231,2020,173762.70,23,S,P80000722,C90020231,"BIDEN, JOSEPH R JR",THOMAS PAINE SOCIETY L.L.C.
P80000722,C90020306,2020,860.00,3,S,P80000722,C90020306,"BIDEN, JOSEPH R JR",DREAMS IN ACTION NM
P80000722,C90020363,2020,680.92,3,S,P80000722,C90020363,"BIDEN, JOSEPH R JR",NAKASEC ACTION FUND
P80000722,C90020389,2020,54384.75,14,S,P80000722,C90020389,"BIDEN, JOSEPH R JR",215 PEOPLE'S ALLIANCE
P80000722,C90020421,2020,4000.00,1,S,P80000722,C90020421,"BIDEN, JOSEPH R JR",MARCH ON
P80000722,C90020462,2020,3672.03,11,S,P80000722,C90020462,"BIDEN, JOSEPH R JR",350 NEW HAMPSHIRE ACTION
P80000722,C90020504,2020,235687.32,3,O,P80000722,C90020504,"BIDEN, JOSEPH R JR",GREG ABBOTT CAMPAIGN
P80000722,C90020983,2020,637.50,1,S,P80000722,C90020983,"BIDEN, JOSEPH R JR","WEW-WEST END WOMEN, JEANNE ALAINE MS."
P80000722,C90021007,2020,2242.45,2,S,P80000722,C90021007,"BIDEN, JOSEPH R JR","DICKSON, ERIN"
P80000722,C90021049,2020,6129.22,1,S,P80000722,C90021049,"BIDEN, JOSEPH R JR",AMERICAN POSTAL WORKERS UNION AFL-CIO
P80001571,C00000935,2020,118528.55,2,O,P80001571,C00000935,"TRUMP, DONALD J.",DCCC
P80001571,C00004036,2020,1235080.30,37,O,P80001571,C00004036,"TRUMP, DONALD J.",SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)
P80001571,C00004036,2020,5200.00,1,S,P80001571,C00004036,"TRUMP, DONALD J.",SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)
P80001571,C00006486,2020,19455.68,18,S,P80001571,C00006486,"TRUMP, DONALD J.","INDIANA REPUBLICAN STATE COMMITTEE, INC."
P80001571,C00011114,2020,849426.10,15,O,P80001571,C00011114,"TRUMP, DONALD J.",AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E
P80001571,C00012476,2020,200000.00,1,O,P80001571,C00012476,"TRUMP, DONALD J.",UA UNION PLUMBERS & PIPEFITTERS VOTE! PAC (UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING & PIPEFITTING INDUSTRY OF THE UNITED STATES AND CANADA)
P80001571,C00035600,2020,30385.73,8,O,P80001571,C00035600,"TRUMP, DONALD J.",IOWA DEMOCRATIC PARTY
P80001571,C00041160,2020,51039.53,9,S,P80001571,C00041160,"TRUMP, DONALD J.",MICHIGAN REPUBLICAN PARTY
P80001571,C00044776,2020,9743.95,1,S,P80001571,C00044776,"TRUMP, DONALD J.",ALABAMA REPUBLICAN PARTY
P80001571,C00053553,2020,4129459.80,338,S,P80001571,C00053553,"TRUMP, DONALD J.",NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
P80001571,C00074450,2020,249746.96,19,S,P80001571,C00074450,"TRUMP, DONALD J.",REPUBLICAN PARTY OF WISCONSIN
P80001571,C00101212,2020,750.00,1,S,P80001571,C00101212,"TRUMP, DONALD J.",RIGHT TO LIFE OF MICHIGAN POLITICAL ACTION COMMITTEE
P80001571,C00111278,2020,9600.00,5,S,P80001571,C00111278,"TRUMP, DONALD J.",NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE
P80001571,C00129171,2020,12828.55,4,S,P80001571,C00129171,"TRUMP, DONALD J.","MINNESOTA CITIZENS CONCERNED FOR LIFE, INC. FEDERAL PAC"
P80001571,C00135368,2020,75364.24,58,O,P80001571,C00135368,"TRUMP, DONALD J.",SIERRA CLUB POLITICAL COMMITTEE
P80001571,C00141572,2020,74.67,1,S,P80001571,C00141572,"TRUMP, DONALD J.",RIGHT TO LIFE/OREGON PAC
P80001571,C00143743,2020,24250.00,1,S,P80001571,C00143743,"TRUMP, DONALD J.",REPUBLICAN PARTY OF TEXAS
P80001571,C00157537,2020,803.66,32,S,P80001571,C00157537,"TRUMP, DONALD J.",WEST VIRGINIANS FOR LIFE INC POLITICAL ACTION COMMITTEE
P80001571,C00172361,2020,12068.66,10,S,P80001571,C00172361,"TRUMP, DONALD J.",PENNSYLVANIA PRO-LIFE FEDERATION PAC
P80001571,C00175521,2020,4207.79,9,S,P80001571,C00175521,"TRUMP, DONALD J.",KANSANS FOR LIFE FEDERAL POLITICAL ACTION COMMITTEE
P80001571,C00206516,2020,8544.89,2,S,P80001571,C00206516,"TRUMP, DONALD J.",SC CITIZENS FOR LIFE-P A C
P80001571,C00260331,2020,825.66,1,S,P80001571,C00260331,"TRUMP, DONALD J.",NEW JERSEY RIGHT TO  LIFE COMMITTEE FEDERAL PAC
P80001571,C00265546,2020,4887.62,2,S,P80001571,C00265546,"TRUMP, DONALD J.",SOUTHERN STATES POLICE BENEVOLENT ASSOC PAC FUND
P80001571,C00265603,2020,2500.00,1,S,P80001571,C00265603,"TRUMP, DONALD J.",KERN COUNTY REPUBLICAN CENTRAL COMMITTEE (FED)
P80001571,C00276659,2020,3145.74,4,O,P80001571,C00276659,"TRUMP, DONALD J.",SLO COUNTY DEMOCRATIC PARTY-FEDERAL
P80001571,C00284018,2020,175.00,1,S,P80001571,C00284018,"TRUMP, DONALD J.",VERMONT RIGHT TO LIFE COMMITTEE INC. POLITICAL COMMITTEE
P80001571,C00300731,2020,10.00,1,O,P80001571,C00300731,"TRUMP, DONALD J.",LOS ANGELES COUNTY DEMOCRATIC CENTRAL COMMITTEE
P80001571,C00332296,2020,20480.35,1,S,P80001571,C00332296,"TRUMP, DONALD J.",SUSAN B ANTHONY LIST INC. CANDIDATE FUND
P80001571,C00341396,2020,2467621.26,463,O,P80001571,C00341396,"TRUMP, DONALD J.",MOVEON.ORG POLITICAL ACTION
P80001571,C00380873,2020,6090.21,2,S,P80001571,C00380873,"TRUMP, DONALD J.",SEVENTH CONGRESSIONAL DISTRICT REPUBLICAN PARTY OF MINNESOTA
P80001571,C00405043,2020,498.82,1,S,P80001571,C00405043,"TRUMP, DONALD J.",GLENN COUNTY REPUBLICAN PARTY CENTRAL COMMITTEE (FED. ACCT.)
P80001571,C00418897,2020,966345.92,31,O,P80001571,C00418897,"TRUMP, DONALD J.",VOTEVETS
P80001571,C00419978,2020,16106.00,16,O,P80001571,C00419978,"TRUMP, DONALD J.",DEFEAT BAD LEADERS 2020
P80001571,C00426528,2020,467.68,4,S,P80001571,C00426528,"TRUMP, DONALD J.",RHODE ISLAND STATE RIGHT TO LIFE COMMITTEE INC FEDERAL PAC
P80001571,C00427575,2020,764.94,8,O,P80001571,C00427575,"TRUMP, DONALD J.",EASTERN WASHINGTON VOTERS
P80001571,C00428557,2020,22869.80,2,O,P80001571,C00428557,"TRUMP, DONALD J.",COLOROFCHANGE PAC
P80001571,C00429464,2020,300.00,1,O,P80001571,C00429464,"TRUMP, DONALD J.",REDWOOD COAST DEMOCRATS
P80001571,C00432260,2020,12284.31,5,S,P80001571,C00432260,"TRUMP, DONALD J.",CLUB FOR GROWTH PAC
P80001571,C00433318,2020,111.71,1,O,P80001571,C00433318,"TRUMP, DONALD J.",PLACER COUNTY DEMOCRATIC CENTRAL COMMITTEE
P80001571,C00452482,2020,25350.00,3,S,P80001571,C00452482,"TRUMP, DONALD J.",REPUBLICAN PARTY OF CUYAHOGA COUNTY FEDERAL CAMPAIGN COMMITTEE
P80001571,C00454751,2020,9100.55,2,S,P80001571,C00454751,"TRUMP, DONALD J.",5TH CONGRESSIONAL DISTRICT OF VIRGINIA REPUBLICAN COMMITTEE
P80001571,C00454942,2020,74510.47,64,S,P80001571,C00454942,"TRUMP, DONALD J.",WILLIAMSON COUNTY REPUBLICAN PARTY FEDERAL PAC
P80001571,C00455923,2020,2167.60,1,O,P80001571,C00455923,"TRUMP, DONALD J.",FEDUP POLITICAL ACTION COMMITTEE AKA FEDUP PAC
P80001571,C00455923,2020,103162.01,56,S,P80001571,C00455923,"TRUMP, DONALD J.",FEDUP POLITICAL ACTION COMMITTEE AKA FEDUP PAC
P80001571,C00479824,2020,1190.00,1,O,P80001571,C00479824,"TRUMP, DONALD J.",KEEP LIVINGSTON GREAT
P80001571,C00479824,2020,1967.67,1,S,P80001571,C00479824,"TRUMP, DONALD J.",KEEP LIVINGSTON GREAT
P80001571,C00483693,2020,960905.85,344,O,P80001571,C00483693,"TRUMP, DONALD J.",SIERRA CLUB INDEPENDENT ACTION
P80001571,C00484642,2020,11385.04,2,O,P80001571,C00484642,"TRUMP, DONALD J.",SMP
P80001571,C00486845,2020,10037610.75,175,O,P80001571,C00486845,"TRUMP, DONALD J.",LCV VICTORY FUND
P80001571,C00487363,2020,2530000.00,45,S,P80001571,C00487363,"TRUMP, DONALD J.",AMERICAN CROSSROADS
P80001571,C00487470,2020,150.98,1,O,P80001571,C00487470,"TRUMP, DONALD J.",CLUB FOR GROWTH ACTION
P80001571,C00487470,2020,1424279.91,55,S,P80001571,C00487470,"TRUMP, DONALD J.",CLUB FOR GROWTH ACTION
P80001571,C00488403,2020,1795.35,12,S,P80001571,C00488403,"TRUMP, DONALD J.",TEXAS PATRIOTS PAC
P80001571,C00489799,2020,2099621.02,225,O,P80001571,C00489799,"TRUMP, DONALD J.",PLANNED PARENTHOOD VOTES
P80001571,C00489815,2020,63923.00,1,O,P80001571,C00489815,"TRUMP, DONALD J.",NEA ADVOCACY FUND
P80001571,C00492140,2020,51150312.79,106,O,P80001571,C00492140,"TRUMP, DONALD J.",AB PAC
P80001571,C00492520,2020,27722.35,1,O,P80001571,C00492520,"TRUMP, DONALD J.",AMERICA VOTES ACTION FUND
P80001571,C00495010,2020,644.69,6,S,P80001571,C00495010,"TRUMP, DONALD J.",CONSERVATIVE CAMPAIGN COMMITTEE
P80001571,C00495028,2020,1463339.55,17,O,P80001571,C00495028,"TRUMP, DONALD J.",HOUSE MAJORITY PAC
P80001571,C00495861,2020,54922266.57,339,O,P80001571,C00495861,"TRUMP, DONALD J.",PRIORITIES USA ACTION
P80001571,C00495861,2020,168775.21,1,S,P80001571,C00495861,"TRUMP, DONALD J.",PRIORITIES USA ACTION
P80001571,C00499020,2020,101136.04,2,S,P80001571,C00499020,"TRUMP, DONALD J.",FREEDOMWORKS FOR AMERICA
P80001571,C00499863,2020,7402.00,3,S,P80001571,C00499863,"TRUMP, DONALD J.",LEADERSHIP CONNECTICUT PAC
P80001571,C00505792,2020,460000.00,4,S,P80001571,C00505792,"TRUMP, DONALD J.",AMERICAN CONSERVATIVE UNION SUPER PAC
P80001571,C00508440,2020,660261.83,19,O,P80001571,C00508440,"TRUMP, DONALD J.",HUMAN RIGHTS CAMPAIGN EQUALITY VOTES
P80001571,C00509463,2020,65673.11,57,O,P80001571,C00509463,"TRUMP, DONALD J.",PROTECTING OUR VOTE PAC
P80001571,C00509893,2020,1279898.44,18,S,P80001571,C00509893,"TRUMP, DONALD J.",NATIONAL RIGHT TO LIFE VICTORY FUND
P80001571,C00512335,2020,13794.71,40,S,P80001571,C00512335,"TRUMP, DONALD J.",MIDDLE RESOLUTION FEDERAL PAC INC
P80001571,C00523621,2020,132585.36,10,O,P80001571,C00523621,"TRUMP, DONALD J.",UNITED WE CAN
P80001571,C00524454,2020,189402.99,31,S,P80001571,C00524454,"TRUMP, DONALD J.",CONSERVATIVE MAJORITY FUND
P80001571,C00526673,2020,238355.94,11,O,P80001571,C00526673,"TRUMP, DONALD J.",FAIR SHARE ACTION
P80001571,C00527226,2020,6840.77,4,O,P80001571,C00527226,"TRUMP, DONALD J.",WE VOTE - NOSOTROS VOTAMOS - PPAMM COMMITTEE
P80001571,C00528455,2020,6010.80,1,O,P80001571,C00528455,"TRUMP, DONALD J.",INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES FEDERAL SPEECH PAC
P80001571,C00528554,2020,1019192.16,10,S,P80001571,C00528554,"TRUMP, DONALD J.",RJC VICTORY FUND
P80001571,C00528893,2020,54461.04,3,S,P80001571,C00528893,"TRUMP, DONALD J.",STANDING FOR WISCONSIN FAMILIES
P80001571,C00528950,2020,100000.00,2,O,P80001571,C00528950,"TRUMP, DONALD J.",BLACK MEN VOTE
P80001571,C00530766,2020,2538761.12,53,S,P80001571,C00530766,"TRUMP, DONALD J.",WOMEN SPEAK OUT PAC
P80001571,C00532630,2020,2090000.00,5,S,P80001571,C00532630,"TRUMP, DONALD J.",OUR AMERICAN CENTURY
P80001571,C00532705,2020,2242045.39,66,O,P80001571,C00532705,"TRUMP, DONALD J.",INDEPENDENCE USA PAC
P80001571,C00540898,2020,1017922.22,18,S,P80001571,C00540898,"TRUMP, DONALD J.",TEA PARTY PATRIOTS CITIZENS FUND
P80001571,C00541433,2020,1245.00,1,S,P80001571,C00541433,"TRUMP, DONALD J.",HUNTER ACTION FUND (HAF)
P80001571,C00544387,2020,13100.00,2,S,P80001571,C00544387,"TRUMP, DONALD J.",AMERICAN PRINCIPLES PROJECT PAC
P80001571,C00544767,2020,13977787.95,657,S,P80001571,C00544767,"TRUMP, DONALD J.",THE COMMITTEE TO DEFEND THE PRESIDENT
P80001571,C00547349,2020,548000.00,3,O,P80001571,C00547349,"TRUMP, DONALD J.",NEXTGEN CLIMATE ACTION COMMITTEE
P80001571,C00550566,2020,200107.12,10,O,P80001571,C00550566,"TRUMP, DONALD J.",CIVIC INNOVATION USA INC
P80001571,C00552851,2020,135270.06,2,S,P80001571,C00552851,"TRUMP, DONALD J.",HOUSE FREEDOM FUND
P80001571,C00553560,2020,15318.37,5,S,P80001571,C00553560,"TRUMP, DONALD J.",VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY)
P80001571,C00556274,2020,3789.70,2,O,P80001571,C00556274,"TRUMP, DONALD J.",USW WORKS
P80001571,C00559906,2020,287240.00,5,S,P80001571,C00559906,"TRUMP, DONALD J.",AMERICAS PAC
P80001571,C00562777,2020,7956.93,1,O,P80001571,C00562777,"TRUMP, DONALD J.",LATINO VICTORY FUND
P80001571,C00564013,2020,3869332.89,11,O,P80001571,C00564013,"TRUMP, DONALD J.",ALLIANCE FOR A BETTER MINNESOTA FEDERAL PAC
P80001571,C00564690,2020,5309.99,3,O,P80001571,C00564690,"TRUMP, DONALD J.",CAPA21- FEDERAL
P80001571,C00566059,2020,10357.00,3,O,P80001571,C00566059,"TRUMP, DONALD J.",REMEDY POLITICAL ACTION COMMITTEE
P80001571,C00566174,2020,381215.16,32,S,P80001571,C00566174,"TRUMP, DONALD J.",TEA PARTY MAJORITY FUND
P80001571,C00566257,2020,54.40,3,O,P80001571,,"TRUMP, DONALD J.",
P80001571,C00568931,2020,294564.13,6,O,P80001571,C00568931,"TRUMP, DONALD J.",MI PLANNED PARENTHOOD VOTES
P80001571,C00571588,2020,806794.95,11,S,P80001571,C00571588,"TRUMP, DONALD J.",RESTORATION PAC
P80001571,C00572792,2020,35000.00,2,S,P80001571,C00572792,"TRUMP, DONALD J.",VICTORY FUND
P80001571,C00573261,2020,59067.20,19,O,P80001571,C00573261,"TRUMP, DONALD J.",END CITIZENS UNITED
P80001571,C00574178,2020,27505.95,86,S,P80001571,C00574178,"TRUMP, DONALD J.",RIGHT TO LIFE OF MICHIGAN VICTORY FUND
P80001571,C00574533,2020,1681745.55,7,S,P80001571,C00574533,"TRUMP, DONALD J.",FUTURE45
P80001571,C00574749,2020,119931.00,6,S,P80001571,C00574749,"TRUMP, DONALD J.",CONSERVATIVES FOR EFFECTIVE GOVERNMENT
P80001571,C00575845,2020,10278.78,3,O,P80001571,C00575845,"TRUMP, DONALD J.",FREETHOUGHT EQUALITY SUPER PAC
P80001571,C00587022,2020,11441.44,1,S,P80001571,C00587022,"TRUMP, DONALD J.",COURAGEOUS CONSERVATIVES PAC
P80001571,C00602813,2020,2220.00,1,S,P80001571,C00602813,"TRUMP, DONALD J.",SAVE THE AMERICAN WAY
P80001571,C00607374,2020,482107.66,24,S,P80001571,C00607374,"TRUMP, DONALD J.",ELBERT GUILLORY'S AMERICA
P80001571,C00608380,2020,8974.18,1,O,P80001571,C00608380,"TRUMP, DONALD J.",GRASSROOTS VICTORY PAC
P80001571,C00608489,2020,13841286.33,790,S,P80001571,C00608489,"TRUMP, DONALD J.",GREAT AMERICA PAC
P80001571,C00609388,2020,1909489.57,45,O,P80001571,C00609388,"TRUMP, DONALD J.",BLACK PAC
P80001571,C00611202,2020,14497.89,17,S,P80001571,C00611202,"TRUMP, DONALD J.",FREEDOM FOR ALL PAC
P80001571,C00615815,2020,6000.00,1,O,P80001571,,"TRUMP, DONALD J.",
P80001571,C00620971,2020,1309464.34,253,O,P80001571,C00620971,"TRUMP, DONALD J.",FOR OUR FUTURE
P80001571,C00621755,2020,1542.40,2,S,P80001571,C00621755,"TRUMP, DONALD J.",PEOPLE AND POLITICS
P80001571,C00623413,2020,886488.00,10,O,P80001571,C00623413,"TRUMP, DONALD J.",HARD HATS FOR AMERICA
P80001571,C00623421,2020,224500.00,11,S,P80001571,C00623421,"TRUMP, DONALD J.",AMERICAN LIBERTY FUND
P80001571,C00623595,2020,1425.00,1,O,P80001571,C00623595,"TRUMP, DONALD J.",PA COMMON SENSE
P80001571,C00624718,2020,202000.00,4,O,P80001571,C00624718,"TRUMP, DONALD J.",ONE NATION UNITED
P80001571,C00624718,2020,22000.00,1,S,P80001571,C00624718,"TRUMP, DONALD J.",ONE NATION UNITED
P80001571,C00625566,2020,60352.96,15,S,P80001571,C00625566,"TRUMP, DONALD J.",VALOR AMERICA
P80001571,C00626234,2020,4540.51,16,S,P80001571,,"TRUMP, DONALD J.",
P80001571,C00626689,2020,4950.00,1,S,P80001571,C00626689,"TRUMP, DONALD J.",JEWISH FLORIDIANS FOR AMERICA'S FUTURE
P80001571,C00626697,2020,19825.87,4,O,P80001571,,"TRUMP, DONALD J.",
P80001571,C00627141,2020,9800.00,6,O,P80001571,C00627141,"TRUMP, DONALD J.",UNITED FOR PROGRESS PAC
P80001571,C00627240,2020,181834.36,3,O,P80001571,C00627240,"TRUMP, DONALD J.",WORKING MICHIGAN (SUPERPAC)
P80001571,C00627240,2020,21000.00,1,S,P80001571,C00627240,"TRUMP, DONALD J.",WORKING MICHIGAN (SUPERPAC)
